meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.07686105688734074,0.24158508875648033,0.39387598347701436,0.45597063611176286,-0.1500282512401008,-0.6017120787375098,-0.2509961649020805,-0.21465969484819852,0.7960584851703549,0.9252876461346446,0.4571794689706379,1.3024888238289116,-0.8756230695751631,0.11481682863609737,-0.9667245509051069,-0.7084043118608092,-0.42839683074897433,-0.41579387609751245,-0.6590580756784252,1
0.2897235918942669,-0.11447576330987748,0.4899913698152677,-0.10539268861958298,0.5100532822682674,0.40174264932875214,-0.4315076539203668,-0.23942944660348486,0.4616986573179764,-0.22901380300218463,0.678799021609863,-0.25973716958132936,0.5361523801661143,0.6726238247735971,-0.1537537403206267,-0.46152286647572,0.4037587136696675,0.41218627726496965,-0.5081064627780293,0
1.865277349365433,-1.2841069405787437,1.6979031443997479,1.726539895833321,1.4389575468623512,-1.1694245393091203,-0.08798977477207537,-0.18970674614146477,-1.5991134828499591,-1.2694249009446907,1.0790094354146615,1.3155273988825684,0.5337492176889788,0.6726238247735971,2.0988236865217225,-0.46152286647572,1.76849380651624,1.7773546266427886,-0.48444571755146487,1
-0.714606909666829,1.0899432124699318,-1.0663777132842105,-0.3915387999817767,0.6179534550318114,0.7869464138517702,-0.27044930022270025,-0.2201370535622926,0.5782497215503561,0.9820924024545331,-0.4099636434149496,-0.698228430603442,-0.9569609508547832,-3.006767203337263,-0.8690200078952364,-0.7084043118608092,-0.6924675235111567,-0.6799484022372856,0.36057368350874375,0
0.40051796776121257,0.2315232816471899,0.5445538044294328,0.6810610056664173,0.4472025458453053,-0.527833066959865,-0.31966607229829397,-0.23018753811972795,0.5080495252058022,0.5164621106301158,0.3207094176616476,1.167348106188296,-0.5913854739728543,0.5659585371109437,-1.2294610476534116,-0.7084043118608092,-1.3559728775942872,-1.3436643964876398,0.40974044808203597,1
1.5234646632373088,-1.1190373842892076,1.2401123370655232,1.3032480989535828,1.2524032431560435,-0.790870096873923,-0.3742404758992881,-0.2394138659248295,-1.0992463277518847,-1.3046790924856193,0.8628684113576711,1.7481251168931191,0.6546787270324407,0.6189828997640695,-0.6105574086540075,-0.46152286647572,-0.6414286501201466,-0.6333328976243844,-0.7344224168080087,1
0.6717893531860913,-0.8684396183702441,0.5078842426402427,0.709738384479875,0.39728160918541805,-0.5880461958077475,-0.277275782165635,-0.22387824153689648,-0.5774569608039185,-0.6412825397454099,0.13867086295256034,0.46321444204202095,0.5385602639840776,0.6726238247735971,1.960977815078201,-0.46152286647572,0.2572993378519865,0.26568040562442324,0.1906073626924927,1
0.41372699068759944,0.13484102780918444,0.7561133459457554,0.021473835462976494,0.7948989558144821,0.4147786470664264,-0.314908471450008,-0.22398057649723793,0.23056214857548787,-0.0160140503383938,0.9306699400987595,-0.07264703192955416,0.6895137394997315,0.6189828997640695,1.399121169119617,-0.46152286647572,1.0361969274278353,1.0448252684400565,-0.17385369008682436,0
-0.3568968141346825,0.350319096700237,-1.1392572265137264,-0.47499097142850694,0.21044327726456097,0.6567355492533212,-0.1743773115997636,-0.18863523871498916,0.6182437062161302,0.13856123447142563,-0.6471678985834636,-0.7288992487078045,0.37732663098864516,-1.6795679875373253,-0.5482241012624322,0.5568630957377733,-1.1784463614516436,-1.1888343275947897,3.416950693903131,0
0.684541708573189,0.3581784200753057,1.3545811624405655,-0.08663670537555924,1.4175130045896005,0.8818078823393961,-0.32198290126899315,-0.23265267489410665,-0.5604180643847956,-0.7808491840507505,1.285845989183167,-0.44405755443936973,0.5458123830298907,0.020524147225124304,0.14472323413132226,-0.46152286647572,-0.1687643008903581,-0.16051849369353002,-0.4569126946405683,0
-3.212639790691003,1.9766002153923246,-3.4645807616383073,-2.816764590724121,-3.2256912032677403,1.4226728032724794,1.5670726915844109,0.5498597832638127,-1.0737669244188084,0.4515259482642613,-2.1311714501190586,-1.50888541477078,-1.0689354686404153,-0.29403034466923444,-1.1352369359467709,-0.7084043118608092,-0.5238173331756453,-0.5112446712572624,-0.3832112674862509,0
