sd,Q25,IQR,sp.ent,sfm,meanfun,mindom,dfrange,label
0.24158508875648033,0.45597063611176286,-0.6017120787375098,0.7960584851703549,0.9252876461346446,1.3024888238289116,-0.7084043118608092,-0.41579387609751245,1
-0.11447576330987748,-0.10539268861958298,0.40174264932875214,0.4616986573179764,-0.22901380300218463,-0.25973716958132936,-0.46152286647572,0.41218627726496965,0
-1.2841069405787437,1.726539895833321,-1.1694245393091203,-1.5991134828499591,-1.2694249009446907,1.3155273988825684,-0.46152286647572,1.7773546266427886,1
1.0899432124699318,-0.3915387999817767,0.7869464138517702,0.5782497215503561,0.9820924024545331,-0.698228430603442,-0.7084043118608092,-0.6799484022372856,0
0.2315232816471899,0.6810610056664173,-0.527833066959865,0.5080495252058022,0.5164621106301158,1.167348106188296,-0.7084043118608092,-1.3436643964876398,1
-1.1190373842892076,1.3032480989535828,-0.790870096873923,-1.0992463277518847,-1.3046790924856193,1.7481251168931191,-0.46152286647572,-0.6333328976243844,1
-0.8684396183702441,0.709738384479875,-0.5880461958077475,-0.5774569608039185,-0.6412825397454099,0.46321444204202095,-0.46152286647572,0.26568040562442324,1
0.13484102780918444,0.021473835462976494,0.4147786470664264,0.23056214857548787,-0.0160140503383938,-0.07264703192955416,-0.46152286647572,1.0448252684400565,0
0.350319096700237,-0.47499097142850694,0.6567355492533212,0.6182437062161302,0.13856123447142563,-0.7288992487078045,0.5568630957377733,-1.1888343275947897,0
0.3581784200753057,-0.08663670537555924,0.8818078823393961,-0.5604180643847956,-0.7808491840507505,-0.44405755443936973,-0.46152286647572,-0.16051849369353002,0
1.9766002153923246,-2.816764590724121,1.4226728032724794,-1.0737669244188084,0.4515259482642613,-1.50888541477078,-0.7084043118608092,-0.5112446712572624,0
-1.3695729248179265,1.2690374517787566,-1.1037736365529356,-1.2588258475393843,-1.1843595334010177,0.8067180571528487,-0.46152286647572,3.3689411412832704,1
-1.178754913879293,0.5836195178757654,-0.9639086698114976,-1.0485235249477045,-0.7394261118159473,0.43070461976248536,-0.7084043118608092,0.23016383068126048,1
-0.1883386013505416,0.3145232258561866,-0.7820092184273923,0.7084753849358262,0.6657609309087323,0.28074280822550424,1.7912703226632196,-0.5048627866971628,1
0.0117445725666863,0.050743364033461066,0.6473357470498615,-0.47315263699539306,-0.9273005002684153,-0.33456054506994676,-0.46152286647572,-0.813135558274146,0
0.24163126244190458,-0.6033985561349047,0.5815231991125133,0.9078470033444302,0.5025282656779931,-1.557192653353288,-0.7084043118608092,0.4277247788026034,0
0.1542990995248803,-0.2877212424540794,0.2739319051117024,0.60022934815849,0.3198329850742616,-0.3843810193600789,-0.46152286647572,-0.10058427347694283,0
1.128127548977054,-0.6586479577459006,0.9451856493032039,1.014910330274683,1.3937297499012389,1.3433586982905794,-0.7084043118608092,-1.3414446105536921,1
0.45241934418854873,-0.722313073549148,0.468308589620814,0.5472240718525404,0.6847833870568099,-0.6459009556507371,-0.46152286647572,0.5586921489055161,0
-0.7642217882410259,0.3881901402139657,-0.587296661805286,-0.5576236646906606,-0.3769520140552116,0.0597140439611743,-0.46152286647572,1.1114188464584867,1
0.8975767609100587,-0.6187039637292614,0.8458112030702063,0.8983338179970007,0.7412273324156257,-0.8631575471768809,-0.7084043118608092,-0.839772989481518,0
0.23712713057404883,-0.7473536214948562,0.4773706288878969,0.1100127398637411,0.319892786957409,-1.0535852453122116,-0.7546945828705135,-1.247103708360916,0
-1.2294582149616726,1.2221628632813377,-1.078784429161798,-1.2014511640994257,-1.1449997374697554,0.9638828652898609,-0.46152286647572,0.19242746980415001,1
0.12862005557828604,-0.042139848848672605,0.5000113154155547,0.9082205847096082,0.0510475550180753,-0.7159781204944934,-0.46152286647572,0.03926224036176057,0
-1.4361074264885034,0.8455787127708214,-1.0284276214444033,-1.1180557131343312,-1.0348094908230838,0.6295745187818408,-0.46152286647572,1.557595819181969,1
0.3038994778475583,-0.14683518707660828,0.7604412547132772,-0.32785153348259494,-0.40779141591516616,-0.2068324145965991,-0.46152286647572,0.5653515067073591,0
0.2745755206304585,-0.08495033177112586,0.84470204534624,-0.7771544395328593,-0.9514434966915861,-0.658065637536832,-0.46152286647572,1.544277103578283,0
0.04147107431192794,-0.5013753853102025,0.4234045739827828,0.5088777918637185,-0.22609797095039147,-0.7967600285319058,-0.46152286647572,0.09253710277650473,0
0.018545184830826542,0.3506389833230082,-1.3769917092563588,-0.5496252757996176,0.2910796554535442,0.6402305191003803,1.8684207743460601,-0.33699147544237,1
-1.391031490925834,1.3215090060669283,-0.9451208384581701,-1.1482693022992774,-1.2718749171912223,1.0031730944139812,-0.46152286647572,3.582040590942247,1
-0.06457930089130463,-0.21047422729202386,0.22160043365153587,-0.8715301629699909,-0.7976311074872684,-0.3340914889681122,-0.46152286647572,0.7851103141681788,0
-1.0568425007959463,1.4453681922079582,-0.6918954241488409,-0.977345641119655,-1.2292753719863097,0.7798003357614441,-0.46152286647572,1.1247375620621727,1
0.04518889195004268,0.22514823718050195,-1.182953243202482,-0.14890357681867492,0.37257773278076767,0.15456144809610686,1.7912703226632196,-0.41884608175669047,1
0.3258523422540687,-0.14559022974812652,0.9520331858270854,-0.5126048181070166,-0.7040241795255532,-0.6730049514288406,-0.46152286647572,0.9782316904216264,0
-0.7119383382675192,0.3090789800342448,-0.6671461786728136,0.3900032512650697,-0.39716505598408375,0.4294513376666301,-0.7084043118608092,0.2701199774923186,1
-1.4392443947074867,1.3370373383804495,-1.4277842233360782,-2.3905547424543245,-1.2966268340878773,0.7879657505778999,-0.46152286647572,0.9915504060253124,1
-0.15569126946865805,0.2079672212460223,-0.7989479318947407,0.5413228772609873,0.4931298918727654,-0.13623152396135801,-0.7546945828705135,-1.040386143262039,1
0.21520886616483656,-0.8131137978366173,0.3916054114823681,0.9848704923808733,0.9961792607050729,-1.5184428239761762,0.032240024294458595,-0.3824970870882973,0
-0.651401740362754,-0.26945998258443465,-0.29969887030747905,-0.07354074547924574,-1.0997817857877643,-0.8308103051024855,-0.7084043118608092,-0.41579387609751245,0
0.8985768916819101,0.8250137647628563,-0.2095987537593938,0.26656860371759644,0.6535036564228962,1.2329258388403181,0.032240024294458595,-1.234894885724204,1
0.858413443481782,-0.22668805391197996,0.39520583367063467,0.7289603786561918,1.0742741177438213,0.7519083684575869,-0.46152286647572,1.4976615989653819,1
0.128038595587261,0.1309046804187559,-0.54111845772175,1.0579177517371523,1.1214183117137844,0.06691102250995838,2.0998721293945812,-0.4230081803828424,1
0.12249809693771857,0.008617053687342533,0.6166528699709588,0.19842318540002962,-0.16902007025418717,-0.2970872996268515,-0.46152286647572,1.3111995805137773,0
0.20842558148347612,-0.6121344111319966,0.5799537424844391,0.5414300293242305,0.15524354982717473,-0.7801984250038279,0.4797126440549329,-0.5256732798279222,0
-1.1082217658013498,0.7822057054920291,-0.7848489856460074,0.007271549520038268,-1.1461225476711514,0.6756279526892072,-0.7084043118608092,0.4588017818778708,1
1.462176638326649,-1.648596392379484,1.1259446396928223,-0.8949676076681535,0.5473711698339059,-1.907332257690401,-0.7084043118608092,-1.4191371182418606,0
-0.9257148529360119,0.6932932975589952,-0.8108132332431687,0.07689348879586934,-0.7788933718436052,1.3561553047105235,-0.7084043118608092,-1.2326750997902562,1
-0.16609671075707072,0.18520379302771714,0.26680075965813116,0.12149039144346192,-0.7383631076117472,-0.3682952907889406,-0.46152286647572,-0.500145741587524,0
0.8897204624716912,0.006762875165073142,0.17181994801538528,0.9885215256268391,0.8536290301631829,0.15369156256937,-0.7084043118608092,-1.294829105940791,1
-0.21841898381916452,0.32761184271708654,0.4123783328174089,-0.09613356372247213,-1.7677382177469065,-0.017643519752127898,-0.7084043118608092,0.13915260738940588,0
-1.3236902107692792,1.7883865856991565,-1.179120247668484,-1.8612040751910126,-1.3458716883584694,1.3190959889816751,2.871376646222985,1.197990497882446,1
0.1479127559611809,-0.21429442572493446,0.7939056908228692,-0.3193970371666325,-0.5268435610697998,-0.5387331360001857,-0.46152286647572,0.10585581838019077,0
-1.6197924992894663,0.5690170751646051,-1.4009804132767514,-1.6509246405523166,-1.2721663273824673,0.9717630307771769,1.6369694192975388,-1.2038178826489365,1
0.30970956045471915,-0.03337039298782985,0.23645497129765478,0.6757089817371084,0.2928635719368368,-0.43160453267068466,-0.46152286647572,4.7807249952739905,0
1.9275192159823071,-2.403678211218236,2.2770517159434487,0.17995055060927279,1.0656204239201748,-1.1805408979458014,-0.7084043118608092,-1.2704114606673667,0
-0.10582068629019421,0.16698533863475165,-0.6288044048094649,0.822986090130752,0.678394383131614,0.2803448416735027,1.7141198709803793,-0.3786124617038889,1
1.2837286544758635,-0.9894823720080057,0.8469816001319784,1.5425693981337427,1.9579550805627937,-1.449085149453175,-0.46152286647572,-1.261532316931576,0
1.6193787452640958,-2.078581151695237,1.8651367597939137,1.6303555084616272,2.081269531865745,-1.1488510100662417,-0.7084043118608092,-1.2926093200068434,0
-0.9601062113243767,1.7972559257471306,-1.2132770241763082,-1.4174909691256203,-0.9740884892904019,1.1247077301979784,-0.46152286647572,1.590892608191184,1
1.3506189640523014,-0.3995097657101724,0.20950632376792946,0.5816292151614426,0.837865946068414,-0.22842978700039254,-0.7084043118608092,0.5609119348394638,1
1.147303336375413,-1.3929750551432363,1.1372507528828126,1.764508757644446,2.086281253905463,-1.0954198986405832,-0.7084043118608092,-1.221576170120518,0
0.19634955512729646,-0.5788358853247455,0.5879046005262941,0.4677263980030764,0.17529697597927177,-1.0425319510509345,-0.7546945828705135,-0.29814522159828577,0
